index,protID,geneID,geneName,
4431,Q9Y5Z0,ENSG00000182240,BACE2,
4432,O14672,ENSG00000137845,ADAM10,
4433,O43320,ENSG00000196468,FGF16,
4434,O60573,ENSG00000135930,EIF4E2,
4435,P14735,ENSG00000119912,IDE,
4436,Q86XP0,ENSG00000159337,PLA2G4D,
4437,Q16619,ENSG00000150281,CTF1,
4438,Q02641,ENSG00000067191,CACNB1,
4439,P61328,ENSG00000114279,FGF12,
4440,Q9Y258,ENSG00000006606,CCL26,
4441,Q96BI3,ENSG00000117362,APH1A,
4442,P02766,ENSG00000118271,TTR,
4443,P21810,ENSG00000182492,BGN,
4444,Q9NZ42,ENSG00000205155,PSENEN,
4445,P35052,ENSG00000063660,GPC1,
4446,Q8WW43,ENSG00000138613,APH1B,
4447,P22303,ENSG00000087085,ACHE,
4448,Q9BXS0,ENSG00000188517,COL25A1,
4449,Q99767,ENSG00000034053,APBA2,
4450,Q13867,ENSG00000108578,BLMH,
4451,P14543,ENSG00000116962,NID1,
4452,Q99714,ENSG00000072506,HSD17B10,
4453,Q5SW96,ENSG00000157978,LDLRAP1,
4454,Q9NP59,ENSG00000138449,SLC40A1,
4455,P23142,ENSG00000077942,FBLN1,
4456,Q2TAL8,ENSG00000198218,QRICH1,
4457,A4D1B5,ENSG00000186088,GSAP,
4458,Q92624,ENSG00000062725,APPBP2,
4459,Q9NZR2,ENSG00000168702,LRP1B,
4460,Q9Y287,ENSG00000136156,ITM2B,
4461,P35030,ENSG00000010438,PRSS3,
4462,P07478,ENSG00000275896,PRSS2,
4463,P25685,ENSG00000132002,DNAJB1,
4464,P16278,ENSG00000170266,GLB1,
4465,Q16890,ENSG00000111907,TPD52L1,
4466,P15144,ENSG00000166825,ANPEP,
4467,Q99502,ENSG00000104313,EYA1,
4468,Q96HF1,ENSG00000145423,SFRP2,
4469,Q04727,ENSG00000106829,TLE4,
4470,P45880,ENSG00000165637,VDAC2,
4471,Q9BYW2,ENSG00000181555,SETD2,
4472,O14929,ENSG00000128708,HAT1,
4473,Q9H251,ENSG00000107736,CDH23,
4474,Q9NSI5,ENSG00000183067,IGSF5,
4475,Q9BQ15,ENSG00000139579,NABP2,
4476,Q14839,ENSG00000111642,CHD4,
4477,P56279,ENSG00000100721,TCL1A,
4478,P28715,ENSG00000134899,ERCC5,
4479,Q13569,ENSG00000139372,TDG,
4480,P17947,ENSG00000066336,SPI1,
4481,Q13105,ENSG00000116809,ZBTB17,
4482,Q92841,ENSG00000100201,DDX17,
4483,Q8N9B5,ENSG00000152409,JMY,
4484,O60885,ENSG00000141867,BRD4,
4485,P24557,ENSG00000059377,TBXAS1,
4486,Q9UPG8,ENSG00000126003,PLAGL2,
4487,O60563,ENSG00000129315,CCNT1,
4488,Q10571,ENSG00000169184,MN1,
4489,P43268,ENSG00000175832,ETV4,
4490,O15156,ENSG00000160685,ZBTB7B,
4491,Q8WW38,ENSG00000169946,ZFPM2,
4492,Q10586,ENSG00000105516,DBP,
4493,Q14568,ENSG00000224411,HSP90AA2P,
4494,Q9Y2D1,ENSG00000169136,ATF5,
4495,Q3SY56,ENSG00000189120,SP6,
4496,Q13516,ENSG00000205927,OLIG2,
4497,Q6PCB8,ENSG00000170571,EMB,
4498,Q9BWX5,ENSG00000130700,GATA5,
4499,Q99618,ENSG00000111665,CDCA3,
4500,Q9Y534,ENSG00000172346,CSDC2,
4501,Q8TDC3,ENSG00000160469,BRSK1,
4502,Q8WXF1,ENSG00000121390,PSPC1,
4503,Q9Y3T9,ENSG00000188976,NOC2L,
4504,Q9H0E9,ENSG00000112983,BRD8,
4505,P51861,ENSG00000184258,CDR1,
4506,Q86U44,ENSG00000165819,METTL3,
4507,Q8NF64,ENSG00000122515,ZMIZ2,
4508,Q8TEB7,ENSG00000133135,RNF128,
4509,O43866,ENSG00000073754,CD5L,
4510,Q9ULR0,ENSG00000240682,ISY1,
4511,P01127,ENSG00000100311,PDGFB,
4512,Q9NRA1,ENSG00000145431,PDGFC,
4513,Q9GZP0,ENSG00000170962,PDGFD,
4514,P32119,ENSG00000167815,PRDX2,
4515,Q9BQ66,ENSG00000213416,KRTAP4-12,
4516,P27449,ENSG00000185883,ATP6V0C,
4517,P53621,ENSG00000122218,COPA,
4518,Q13442,ENSG00000106244,PDAP1,
4519,P22894,ENSG00000118113,MMP8,
4520,P11049,ENSG00000104894,CD37,
4521,P04233,ENSG00000019582,CD74,
4522,P15289,ENSG00000100299,ARSA,
4523,P09564,ENSG00000173762,CD7,
4524,P01040,ENSG00000121552,CSTA,
4525,P53634,ENSG00000109861,CTSC,
4526,P01034,ENSG00000101439,CST3,
4527,Q9UIV8,ENSG00000197641,SERPINB13,
4528,Q8IYW5,ENSG00000163961,RNF168,
4529,P49279,ENSG00000018280,SLC11A1,
4530,P35225,ENSG00000169194,IL13,
4531,Q9BPZ3,ENSG00000120727,PAIP2,
4532,O14787,ENSG00000105576,TNPO2,
4533,P78556,ENSG00000115009,CCL20,
4534,Q14242,ENSG00000110876,SELPLG,
4535,Q9UHI8,ENSG00000154734,ADAMTS1,
4536,P14555,ENSG00000188257,PLA2G2A,
4537,P84077,ENSG00000143761,ARF1,
4538,Q96FS4,ENSG00000213445,SIPA1,
4539,Q9UKT7,ENSG00000005812,FBXL3,
4540,Q9H9T3,ENSG00000134014,ELP3,
4541,Q96EK9,ENSG00000198841,KTI12,
4542,Q15424,ENSG00000160633,SAFB,
4543,Q92973,ENSG00000083312,TNPO1,
4544,P04085,ENSG00000197461,PDGFA,
4545,P52961,ENSG00000129744,ART1,
4546,P25791,ENSG00000135363,LMO2,
4547,Q9Y219,ENSG00000184916,JAG2,
4548,O00548,ENSG00000198719,DLL1,
4549,Q9NXR7,ENSG00000158019,BABAM2,
4550,Q9HCD5,ENSG00000124160,NCOA5,
4551,Q9BQQ3,ENSG00000114745,GORASP1,
4552,Q86TL0,ENSG00000130734,ATG4D,
4553,P02771,ENSG00000081051,AFP,
4554,Q9UKV3,ENSG00000100813,ACIN1,
4555,P08590,ENSG00000160808,MYL3,
4556,P51124,ENSG00000197540,GZMM,
4557,O43903,ENSG00000148935,GAS2,
4558,Q15173,ENSG00000068971,PPP2R5B,
4559,Q99755,ENSG00000143398,PIP5K1A,
4560,Q9BYP7,ENSG00000196632,WNK3,
4561,P32926,ENSG00000134757,DSG3,
4562,Q02413,ENSG00000134760,DSG1,
4563,Q9NP81,ENSG00000104835,SARS2,
4564,O76094,ENSG00000174780,SRP72,
4565,Q4V328,ENSG00000068400,GRIPAP1,
4566,Q86W56,ENSG00000227345,PARG,
4567,Q53EL6,ENSG00000150593,PDCD4,
4568,Q13347,ENSG00000084623,EIF3I,
4569,Q09161,ENSG00000136937,NCBP1,
4570,P52298,ENSG00000114503,NCBP2,
4571,Q9HAU5,ENSG00000151461,UPF2,
4572,Q9UGR2,ENSG00000100403,ZC3H7B,
4573,Q9NQS1,ENSG00000169857,AVEN,
4574,O15511,ENSG00000162704,ARPC5,
4575,P59998,ENSG00000241553,ARPC4,
4576,Q9UIV1,ENSG00000198791,CNOT7,
4577,P42772,ENSG00000147883,CDKN2B,
4578,Q9BXS6,ENSG00000137804,NUSAP1,
4579,Q92879,ENSG00000149187,CELF1,
4580,Q9UBS8,ENSG00000013561,RNF14,
4581,Q14671,ENSG00000134644,PUM1,
4582,Q9Y692,ENSG00000162419,GMEB1,
4583,Q9Y5P8,ENSG00000167393,PPP2R3B,
4584,Q06190,ENSG00000073711,PPP2R3A,
4585,P11801,ENSG00000159792,PSKH1,
4586,Q02223,ENSG00000048462,TNFRSF17,
4587,O75888,ENSG00000161955,TNFSF13,
4588,P18065,ENSG00000115457,IGFBP2,
4589,P24592,ENSG00000167779,IGFBP6,
4590,Q6UW60,ENSG00000115257,PCSK4,
4591,P26641,ENSG00000254772,EEF1G,
4592,P08865,ENSG00000168028,RPSA,
4593,Q96RG2,ENSG00000115687,PASK,
4594,P30050,ENSG00000197958,RPL12,
4595,O95365,ENSG00000178951,ZBTB7A,
4596,Q9HAV4,ENSG00000124571,XPO5,
4597,Q02543,ENSG00000105640,RPL18A,
4598,P15880,ENSG00000140988,RPS2,
4599,P05386,ENSG00000137818,RPLP1,
4600,P18621,ENSG00000265681,RPL17,
4601,P0C0L5,ENSG00000224389,C4B,
4602,O43610,ENSG00000168939,SPRY3,
4603,Q9BY11,ENSG00000124507,PACSIN1,
4604,Q15811,ENSG00000205726,ITSN1,
4605,O43609,ENSG00000164056,SPRY1,
4606,Q92600,ENSG00000144580,CNOT9,
4607,Q9P2A4,ENSG00000108798,ABI3,
4608,P36543,ENSG00000131100,ATP6V1E1,
4609,Q9P1W9,ENSG00000102096,PIM2,
4610,P60763,ENSG00000169750,RAC3,
4611,P09912,ENSG00000126709,IFI6,
4612,P05231,ENSG00000136244,IL6,
4613,P13725,ENSG00000099985,OSM,
4614,Q9NS18,ENSG00000023572,GLRX2,
4615,Q9BTP7,ENSG00000131944,FAAP24,
4616,A8MT69,ENSG00000169689,CENPX,
4617,Q8NB91,ENSG00000181544,FANCB,
4618,Q0VG06,ENSG00000185504,FAAP100,
4619,Q5T2W1,ENSG00000174827,PDZK1,
4620,O14924,ENSG00000159788,RGS12,
4621,Q96ID5,ENSG00000117154,IGSF21,
4622,P42765,ENSG00000167315,ACAA2,
4623,O60313,ENSG00000198836,OPA1,
4624,P09919,ENSG00000108342,CSF3,
4625,P04054,ENSG00000170890,PLA2G1B,
4626,Q9H1H9,ENSG00000137177,KIF13A,
4627,P24468,ENSG00000185551,NR2F2,
4628,Q13207,ENSG00000121068,TBX2,
4629,Q86TU7,ENSG00000183576,SETD3,
4630,P08700,ENSG00000164399,IL3,
4631,Q9NVI1,ENSG00000140525,FANCI,
4632,Q9NPD8,ENSG00000077152,UBE2T,
4633,Q86UU5,ENSG00000179168,GGN,
4634,Q8N2Z9,ENSG00000175279,CENPS,
4635,Q96B02,ENSG00000104343,UBE2W,
4636,Q9HAZ1,ENSG00000113240,CLK4,
4637,Q9H4A6,ENSG00000113384,GOLPH3,
4638,Q92614,ENSG00000196535,MYO18A,
4639,Q9UNP9,ENSG00000084072,PPIE,
4640,P31273,ENSG00000037965,HOXC8,
4641,P31268,ENSG00000122592,HOXA7,
4642,Q9H6P5,ENSG00000089123,TASP1,
4643,O43303,ENSG00000103540,CCP110,
4644,Q9Y253,ENSG00000170734,POLH,
4645,Q9UIG0,ENSG00000009954,BAZ1B,
4646,Q15427,ENSG00000143368,SF3B4,
4647,P13686,ENSG00000102575,ACP5,
4648,O95147,ENSG00000276023,DUSP14,
4649,Q9NQW7,ENSG00000108039,XPNPEP1,
4650,Q9C0F1,ENSG00000164118,CEP44,
4651,Q9P2H0,ENSG00000110318,CEP126,
4652,Q9UIA9,ENSG00000130227,XPO7,
4653,P24278,ENSG00000089775,ZBTB25,
4654,P26718,ENSG00000213809,KLRK1,
4655,Q9UBK5,ENSG00000126264,HCST,
4656,O43791,ENSG00000121067,SPOP,
4657,Q9Y3F4,ENSG00000023734,STRAP,
4658,O95405,ENSG00000157077,ZFYVE9,
4659,P10600,ENSG00000119699,TGFB3,
4660,P61812,ENSG00000092969,TGFB2,
4661,Q93074,ENSG00000184634,MED12,
4662,Q14160,ENSG00000180900,SCRIB,
4663,Q9BXA7,ENSG00000212122,TSSK1B,
4664,P61106,ENSG00000119396,RAB14,
4665,O95067,ENSG00000157456,CCNB2,
4666,Q8TAX0,ENSG00000143867,OSR1,
4667,Q7Z418,ENSG00000186795,KCNK18,
4668,Q8IWL8,ENSG00000256762,STH,
4669,O15520,ENSG00000070193,FGF10,
4670,Q96NX9,ENSG00000126733,DACH2,
4671,O15054,ENSG00000132510,KDM6B,
4672,P05109,ENSG00000143546,S100A8,
4673,P04839,ENSG00000165168,CYBB,
4674,P01160,ENSG00000175206,NPPA,
4675,P35318,ENSG00000148926,ADM,
4676,Q9UIS9,ENSG00000141644,MBD1,
4677,Q02556,ENSG00000140968,IRF8,
4678,A1A5B4,ENSG00000185101,ANO9,
4679,Q6NXR0,ENSG00000124449,IRGC,
4680,Q14626,ENSG00000137070,IL11RA,
4681,O60684,ENSG00000025800,KPNA6,
4682,Q9UFF9,ENSG00000155508,CNOT8,
4683,Q9ULW0,ENSG00000088325,TPX2,
4684,Q70E73,ENSG00000173166,RAPH1,
4685,P17028,ENSG00000172466,ZNF24,
4686,Q6MZQ0,ENSG00000135362,PRR5L,
4687,O95785,ENSG00000011451,WIZ,
4688,P85299,ENSG00000186654,PRR5,
4689,Q9Y232,ENSG00000153046,CDYL,
4690,P09913,ENSG00000119922,IFIT2,
4691,Q9H2U1,ENSG00000174953,DHX36,
4692,P36957,ENSG00000119689,DLST,
4693,P01579,ENSG00000111537,IFNG,
4694,O14777,ENSG00000080986,NDC80,
4695,Q9BZB8,ENSG00000214575,CPEB1,
4696,O95983,ENSG00000071655,MBD3,
4697,Q96EP1,ENSG00000072609,CHFR,
4698,Q9Y448,ENSG00000128944,KNSTRN,
4699,Q9UPY8,ENSG00000084764,MAPRE3,
4700,Q15398,ENSG00000126787,DLGAP5,
4701,Q8NHV4,ENSG00000139350,NEDD1,
4702,Q9Y6A5,ENSG00000013810,TACC3,
4703,Q8WV24,ENSG00000139289,PHLDA1,
4704,Q9H6Q3,ENSG00000101082,SLA2,
4705,Q14008,ENSG00000175216,CKAP5,
4706,Q8TB72,ENSG00000055917,PUM2,
4707,O76095,ENSG00000143543,JTB,
4708,Q9NWT8,ENSG00000175756,AURKAIP1,
4709,Q8N137,ENSG00000170037,CNTROB,
4710,Q92900,ENSG00000005007,UPF1,
4711,Q9Y5S9,ENSG00000265241,RBM8A,
4712,P61326,ENSG00000162385,MAGOH,
4713,Q9UPR3,ENSG00000198952,SMG5,
4714,Q8ND04,ENSG00000167447,SMG8,
4715,Q9H0W8,ENSG00000105771,SMG9,
4716,Q9H1J1,ENSG00000169062,UPF3A,
4717,Q7Z569,ENSG00000089234,BRAP,
4718,P78563,ENSG00000197381,ADARB1,
4719,Q96RU8,ENSG00000173334,TRIB1,
4720,Q96A23,ENSG00000196353,CPNE4,
4721,Q99829,ENSG00000214078,CPNE1,
4722,P80192,ENSG00000006432,MAP3K9,
4723,P42081,ENSG00000114013,CD86,
4724,Q9H0B6,ENSG00000174996,KLC2,
4725,Q9HC23,ENSG00000163421,PROK2,
4726,O75506,ENSG00000230989,HSBP1,
4727,O95433,ENSG00000100591,AHSA1,
4728,Q719I0,ENSG00000173209,AHSA2,
4729,Q9UHD1,ENSG00000110172,CHORDC1,
4730,Q99615,ENSG00000168259,DNAJC7,
4731,O94966,ENSG00000172046,USP19,
4732,Q9BYZ6,ENSG00000008853,RHOBTB2,
4733,Q15785,ENSG00000025772,TOMM34,
4734,Q7Z589,ENSG00000158636,EMSY,
4735,Q9P1Z0,ENSG00000174282,ZBTB4,
4736,Q9Y6I7,ENSG00000109046,WSB1,
4737,P57682,ENSG00000109787,KLF3,
4738,P23497,ENSG00000067066,SP100,
4739,Q13838,ENSG00000198563,DDX39B,
4740,Q9H444,ENSG00000101421,CHMP4B,
4741,P82251,ENSG00000021488,SLC7A9,
4742,O00148,ENSG00000123136,DDX39A,
4743,Q9H6T3,ENSG00000005175,RPAP3,
4744,Q92616,ENSG00000089154,GCN1,
4745,P15121,ENSG00000085662,AKR1B1,
4746,Q8N5D6,ENSG00000148288,GBGT1,
4747,O95072,ENSG00000100918,REC8,
4748,Q8N3U4,ENSG00000101972,STAG2,
4749,Q8WVM7,ENSG00000118007,STAG1,
4750,P16118,ENSG00000158571,PFKFB1,
4751,Q99598,ENSG00000116918,TSNAX,
4752,Q13901,ENSG00000197223,C1D,
4753,Q15631,ENSG00000211460,TSN,
4754,P0C0S8,ENSG00000196787,HIST1H2AG,
4755,P78406,ENSG00000101146,RAE1,
4756,Q9Y4W2,ENSG00000001497,LAS1L,
4757,Q9NS73,ENSG00000151332,MBIP,
4758,O95376,ENSG00000177479,ARIH2,
4759,O75618,ENSG00000158796,DEDD,
4760,Q6ZNA4,ENSG00000157450,RNF111,
4761,P55317,ENSG00000129514,FOXA1,
4762,Q8IZQ8,ENSG00000141052,MYOCD,
4763,Q9GZU7,ENSG00000144579,CTDSP1,
4764,Q13952,ENSG00000066136,NFYC,
4765,Q9H6Z4,ENSG00000031823,RANBP3,
4766,O14595,ENSG00000175215,CTDSP2,
4767,O15194,ENSG00000144677,CTDSPL,
4768,P56915,ENSG00000133937,GSC,
4769,Q9BVG3,ENSG00000116525,TRIM62,
4770,Q96K83,ENSG00000198795,ZNF521,
4771,Q8IX07,ENSG00000179588,ZFPM1,
4772,Q96JB3,ENSG00000169635,HIC2,
4773,O95602,ENSG00000068654,POLR1A,
4774,Q13641,ENSG00000146242,TPBG,
4775,O94827,ENSG00000171680,PLEKHG5,
4776,Q9C0C4,ENSG00000168758,SEMA4C,
4777,P51668,ENSG00000072401,UBE2D1,
4778,O75489,ENSG00000213619,NDUFS3,
4779,P35241,ENSG00000137710,RDX,
4780,Q92673,ENSG00000137642,SORL1,
4781,Q96KP1,ENSG00000112685,EXOC2,
4782,P54277,ENSG00000064933,PMS1,
4783,Q4FZB7,ENSG00000110066,KMT5B,
4784,Q13029,ENSG00000116731,PRDM2,
4785,O75164,ENSG00000066135,KDM4A,
4786,Q9P1Y6,ENSG00000070047,PHRF1,
4787,Q9UHJ3,ENSG00000163935,SFMBT1,
4788,P05090,ENSG00000189058,APOD,
4789,O15243,ENSG00000213625,LEPROT,
4790,P08134,ENSG00000155366,RHOC,
4791,Q96FJ2,ENSG00000264364,DYNLL2,
4792,Q9C0C7,ENSG00000110497,AMBRA1,
4793,Q14011,ENSG00000099622,CIRBP,
4794,P35247,ENSG00000133661,SFTPD,
4795,Q0VDF9,ENSG00000187522,HSPA14,
4796,P02765,ENSG00000145192,AHSG,
4797,Q8IWL1,ENSG00000185303,SFTPA2,
4798,Q9NP99,ENSG00000124731,TREM1,
4799,Q9BT09,ENSG00000137161,CNPY3,
4800,O95711,ENSG00000112799,LY86,
4801,P21145,ENSG00000172005,MAL,
4802,O15263,ENSG00000171711,DEFB4A,
4803,Q9NPH5,ENSG00000086991,NOX4,
4804,Q8IWL2,ENSG00000122852,SFTPA1,
4805,Q99519,ENSG00000204386,NEU1,
4806,Q5FBB7,ENSG00000129810,SGO1,
4807,Q16537,ENSG00000154001,PPP2R5E,
4808,Q9BZR9,ENSG00000171206,TRIM8,
4809,Q70EL3,ENSG00000170236,USP50,
4810,P18615,ENSG00000204356,NELFE,
4811,O76064,ENSG00000112130,RNF8,
4812,Q9Y261,ENSG00000125798,FOXA2,
4813,P48742,ENSG00000273706,LHX1,
4814,Q8NFW5,ENSG00000197587,DMBX1,
4815,Q8TF72,ENSG00000138771,SHROOM3,
4816,Q9UBP6,ENSG00000037897,METTL1,
4817,Q9HC62,ENSG00000163904,SENP2,
4818,Q92570,ENSG00000119508,NR4A3,
4819,Q92882,ENSG00000134996,OSTF1,
4820,Q14106,ENSG00000183864,TOB2,
4821,Q9H410,ENSG00000149636,DSN1,
4822,P22413,ENSG00000197594,ENPP1,
4823,P02768,ENSG00000163631,ALB,
4824,P00709,ENSG00000167531,LALBA,
4825,O60264,ENSG00000153147,SMARCA5,
4826,Q96T23,ENSG00000048649,RSF1,
4827,Q9NRG0,ENSG00000104472,CHRAC1,
4828,Q9NRL2,ENSG00000198604,BAZ1A,
4829,Q13129,ENSG00000117000,RLF,
4830,P22674,ENSG00000152669,CCNO,
4831,Q9UPT9,ENSG00000124422,USP22,
4832,O15265,ENSG00000163635,ATXN7,
4833,O60583,ENSG00000082258,CCNT2,
4834,Q9BQA5,ENSG00000172273,HINFP,
4835,Q9NUW8,ENSG00000042088,TDP1,
4836,Q02539,ENSG00000124610,HIST1H1A,
4837,Q9H9Q4,ENSG00000187736,NHEJ1,
4838,O43918,ENSG00000160224,AIRE,
4839,P55895,ENSG00000175097,RAG2,
4840,P16403,ENSG00000187837,HIST1H1C,
4841,Q8TCS8,ENSG00000138035,PNPT1,
4842,P09017,ENSG00000198353,HOXC4,
4843,P07954,ENSG00000091483,FH,
4844,O75150,ENSG00000103549,RNF40,
4845,Q08379,ENSG00000167110,GOLGA2,
4846,P48960,ENSG00000123146,ADGRE5,
4847,Q9UHX1,ENSG00000179950,PUF60,
4848,Q687X5,ENSG00000127954,STEAP4,
4849,Q9Y2D9,ENSG00000198740,ZNF652,
4850,Q9NYS0,ENSG00000197885,NKIRAS1,
4851,Q9H9Y6,ENSG00000125630,POLR1B,
4852,O15160,ENSG00000171453,POLR1C,
4853,P23508,ENSG00000171444,MCC,
4854,O60658,ENSG00000073417,PDE8A,
4855,Q16342,ENSG00000071994,PDCD2,
4856,Q9UJF2,ENSG00000075391,RASAL2,
4857,Q9Y2S0,ENSG00000186184,POLR1D,
4858,P46199,ENSG00000085760,MTIF2,
4859,Q8N4E4,ENSG00000163440,PDCL2,
4860,Q9ULW8,ENSG00000142619,PADI3,
4861,P78317,ENSG00000063978,RNF4,
4862,P08311,ENSG00000100448,CTSG,
4863,P25106,ENSG00000144476,ACKR3,
4864,P51449,ENSG00000143365,RORC,
4865,Q9BTC8,ENSG00000057935,MTA3,
4866,Q86YP4,ENSG00000167491,GATAD2A,
4867,O95453,ENSG00000140694,PARN,
4868,Q01085,ENSG00000151923,TIAL1,
4869,Q13151,ENSG00000177733,HNRNPA0,
4870,P31483,ENSG00000116001,TIA1,
4871,P80303,ENSG00000070081,NUCB2,
4872,P01562,ENSG00000197919,IFNA1,
4873,P01563,ENSG00000188379,IFNA2,
4874,P01571,ENSG00000234829,IFNA17,
4875,P05000,ENSG00000177047,IFNW1,
4876,P32881,ENSG00000120242,IFNA8,
4877,P23945,ENSG00000170820,FSHR,
4878,P01033,ENSG00000102265,TIMP1,
4879,O75787,ENSG00000182220,ATP6AP2,
4880,P35670,ENSG00000123191,ATP7B,
4881,Q9ULX5,ENSG00000128482,RNF112,
4882,Q96Q04,ENSG00000142235,LMTK3,
4883,P20813,ENSG00000197408,CYP2B6,
4884,A1YPR0,ENSG00000184828,ZBTB7C,
4885,Q8WVJ9,ENSG00000233608,TWIST2,
4886,O60733,ENSG00000184381,PLA2G6,
4887,Q9P2D1,ENSG00000171316,CHD7,
4888,P52747,ENSG00000166478,ZNF143,
4889,Q96RI0,ENSG00000127533,F2RL3,
4890,Q13304,ENSG00000144230,GPR17,
4891,O95977,ENSG00000125910,S1PR4,
4892,Q9BYV9,ENSG00000112182,BACH2,
4893,Q9Y4A8,ENSG00000050344,NFE2L3,
4894,Q9H3R5,ENSG00000153044,CENPH,
4895,Q9BZD4,ENSG00000143228,NUF2,
4896,O94768,ENSG00000081320,STK17B,
4897,P30531,ENSG00000157103,SLC6A1,
4898,Q01668,ENSG00000157388,CACNA1D,
4899,Q5T5C0,ENSG00000164506,STXBP5,
4900,O60706,ENSG00000069431,ABCC9,
4901,Q8IZD2,ENSG00000005483,KMT2E,
4902,Q08117,ENSG00000104964,AES,
4903,Q9H082,ENSG00000172007,RAB33B,
4904,O95600,ENSG00000102349,KLF8,
4905,P55854,ENSG00000184900,SUMO3,
4906,Q86WJ1,ENSG00000131778,CHD1L,
4907,P49916,ENSG00000005156,LIG3,
4908,O75367,ENSG00000113648,H2AFY,
4909,Q2M1K9,ENSG00000102935,ZNF423,
4910,Q15021,ENSG00000010292,NCAPD2,
4911,Q9Y6F1,ENSG00000041880,PARP3,
4912,Q9UGN5,ENSG00000129484,PARP2,
4913,Q16891,ENSG00000132305,IMMT,
4914,P20815,ENSG00000106258,CYP3A5,
4915,P00167,ENSG00000166347,CYB5A,
4916,P00403,ENSG00000198712,MT-CO2,
4917,O95359,ENSG00000138162,TACC2,
4918,Q9H4B7,ENSG00000101162,TUBB1,
4919,O75531,ENSG00000175334,BANF1,
4920,Q96E14,ENSG00000175643,RMI2,
4921,A1L020,ENSG00000254726,MEX3A,
4922,O75934,ENSG00000116752,BCAS2,
4923,P20160,ENSG00000172232,AZU1,
4924,P14174,ENSG00000240972,MIF,
4925,P55789,ENSG00000127554,GFER,
4926,Q9UHY1,ENSG00000115216,NRBP1,
4927,O60356,ENSG00000176046,NUPR1,
4928,Q9H8M7,ENSG00000148481,MINDY3,
4929,Q92834,ENSG00000156313,RPGR,
4930,Q9P275,ENSG00000055483,USP36,
4931,Q96K58,ENSG00000167394,ZNF668,
4932,Q9BXL5,ENSG00000136929,HEMGN,
4933,Q9UBC3,ENSG00000088305,DNMT3B,
4934,Q12873,ENSG00000170004,CHD3,
4935,Q8WY41,ENSG00000188613,NANOS1,
4936,Q9HD15,ENSG00000213523,SRA1,
4937,O95931,ENSG00000100307,CBX7,
4938,Q9BPY8,ENSG00000171476,HOPX,
4939,Q9Y6C5,ENSG00000117425,PTCH2,
4940,Q96F81,ENSG00000154309,DISP1,
4941,A7MBM2,ENSG00000140323,DISP2,
4942,P54826,ENSG00000180447,GAS1,
4943,Q5VTY9,ENSG00000054392,HHAT,
4944,P12643,ENSG00000125845,BMP2,
4945,Q9BWV1,ENSG00000144857,BOC,
4946,P00450,ENSG00000047457,CP,
4947,Q92935,ENSG00000158008,EXTL1,
4948,Q16878,ENSG00000129596,CDO1,
4949,P18509,ENSG00000141433,ADCYAP1,
4950,Q5VVJ2,ENSG00000162601,MYSM1,
4951,Q9Y5T5,ENSG00000156256,USP16,
4952,Q86Y13,ENSG00000198919,DZIP3,
4953,Q06587,ENSG00000204227,RING1,
4954,O60244,ENSG00000180182,MED14,
4955,Q13503,ENSG00000152944,MED21,
4956,O75586,ENSG00000133997,MED6,
4957,Q07352,ENSG00000185650,ZFP36L1,
4958,Q8NEM7,ENSG00000102710,SUPT20H,
4959,P78356,ENSG00000276293,PIP4K2B,
4960,O43257,ENSG00000106400,ZNHIT1,
4961,Q9NQU5,ENSG00000137843,PAK6,
4962,Q15046,ENSG00000065427,KARS,
4963,Q9H1K0,ENSG00000131381,RBSN,
4964,Q4KMG0,ENSG00000064309,CDON,
4965,P21397,ENSG00000189221,MAOA,
4966,Q9NRR4,ENSG00000113360,DROSHA,
4967,O75995,ENSG00000122122,SASH3,
4968,Q8WWI5,ENSG00000070214,SLC44A1,
4969,P51843,ENSG00000169297,NR0B1,
4970,O94782,ENSG00000162607,USP1,
4971,Q8TAF3,ENSG00000114742,WDR48,
4972,Q53T59,ENSG00000118960,HS1BP3,
4973,Q9BQI6,ENSG00000133302,SLF1,
4974,P55347,ENSG00000160199,PKNOX1,
4975,P49639,ENSG00000105991,HOXA1,
4976,P28356,ENSG00000128709,HOXD9,
4977,P17509,ENSG00000108511,HOXB6,
4978,O14646,ENSG00000153922,CHD1,
4979,Q06547,ENSG00000104064,GABPB1,
4980,Q9UM13,ENSG00000164162,ANAPC10,
4981,Q9UJX4,ENSG00000089053,ANAPC5,
4982,O75449,ENSG00000186625,KATNA1,
4983,Q9Y620,ENSG00000197275,RAD54B,
4984,Q9BRS8,ENSG00000166173,LARP6,
4985,Q8N8S7,ENSG00000154380,ENAH,
4986,Q8NDV3,ENSG00000077935,SMC1B,
4987,Q9HCN4,ENSG00000198522,GPN1,
4988,P07451,ENSG00000164879,CA3,
4989,Q96AZ6,ENSG00000172183,ISG20,
4990,Q9UKL3,ENSG00000118412,CASP8AP2,
4991,O15226,ENSG00000186416,NKRF,
4992,Q9BYH8,ENSG00000144802,NFKBIZ,
4993,Q9ULC6,ENSG00000142623,PADI1,
4994,P08254,ENSG00000149968,MMP3,
4995,O00505,ENSG00000102753,KPNA3,
4996,P09525,ENSG00000196975,ANXA4,
4997,P32519,ENSG00000120690,ELF1,
4998,Q13352,ENSG00000142856,ITGB3BP,
4999,O60343,ENSG00000136111,TBC1D4,
5000,P04553,ENSG00000175646,PRM1,
5001,Q9H0H3,ENSG00000183655,KLHL25,
