index,protID,geneID,geneName,
3857,Q08380,ENSG00000108679,LGALS3BP,
3858,P42766,ENSG00000136942,RPL35,
3859,P50990,ENSG00000156261,CCT8,
3860,P98171,ENSG00000089820,ARHGAP4,
3861,Q15758,ENSG00000105281,SLC1A5,
3862,Q3ZCM7,ENSG00000261456,TUBB8,
3863,Q9BZW8,ENSG00000122223,CD244,
3864,Q9BW61,ENSG00000130311,DDA1,
3865,O00321,ENSG00000105672,ETV2,
3866,Q9HB75,ENSG00000177595,PIDD1,
3867,P78560,ENSG00000169372,CRADD,
3868,P80370,ENSG00000185559,DLK1,
3869,O43283,ENSG00000073803,MAP3K13,
3870,Q9UIF7,ENSG00000132781,MUTYH,
3871,Q9UBT6,ENSG00000122008,POLK,
3872,P20585,ENSG00000113318,MSH3,
3873,P15692,ENSG00000112715,VEGFA,
3874,P01185,ENSG00000101200,AVP,
3875,O75309,ENSG00000166589,CDH16,
3876,Q9BVC6,ENSG00000110108,TMEM109,
3877,P07320,ENSG00000118231,CRYGD,
3878,Q53QV2,ENSG00000213626,LBH,
3879,P22914,ENSG00000213139,CRYGS,
3880,Q9H992,ENSG00000136536,39142,
3881,O76076,ENSG00000064205,WISP2,
3882,O00443,ENSG00000011405,PIK3C2A,
3883,Q9H4M9,ENSG00000110047,EHD1,
3884,P43490,ENSG00000105835,NAMPT,
3885,O75420,ENSG00000146830,GIGYF1,
3886,Q7Z3Y8,ENSG00000171446,KRT27,
3887,Q9HBH9,ENSG00000099875,MKNK2,
3888,Q49MI3,ENSG00000188452,CERKL,
3889,Q9NW38,ENSG00000115392,FANCL,
3890,Q9HB96,ENSG00000112039,FANCE,
3891,O15287,ENSG00000221829,FANCG,
3892,Q04725,ENSG00000065717,TLE2,
3893,Q9NPI8,ENSG00000183161,FANCF,
3894,P47928,ENSG00000172201,ID4,
3895,P48065,ENSG00000111181,SLC6A12,
3896,O14910,ENSG00000111052,LIN7A,
3897,Q9HAP6,ENSG00000104863,LIN7B,
3898,Q9NUP9,ENSG00000148943,LIN7C,
3899,P53794,ENSG00000198743,SLC5A3,
3900,P22415,ENSG00000158773,USF1,
3901,O00267,ENSG00000196235,SUPT5H,
3902,Q9UL49,ENSG00000101190,TCFL5,
3903,Q9HCI7,ENSG00000174579,MSL2,
3904,Q68DK7,ENSG00000188895,MSL1,
3905,O75474,ENSG00000181274,FRAT2,
3906,P20807,ENSG00000092529,CAPN3,
3907,Q92908,ENSG00000141448,GATA6,
3908,O15084,ENSG00000206560,ANKRD28,
3909,Q9BYG3,ENSG00000155438,NIFK,
3910,Q6UWE0,ENSG00000148356,LRSAM1,
3911,Q15170,ENSG00000172465,TCEAL1,
3912,Q9NRE1,ENSG00000167346,MMP26,
3913,Q15329,ENSG00000133740,E2F5,
3914,Q9Y6X2,ENSG00000131788,PIAS3,
3915,Q12931,ENSG00000126602,TRAP1,
3916,P51965,ENSG00000170142,UBE2E1,
3917,P31269,ENSG00000078399,HOXA9,
3918,P35658,ENSG00000126883,NUP214,
3919,O15198,ENSG00000120693,SMAD9,
3920,Q12891,ENSG00000068001,HYAL2,
3921,Q8N1F8,ENSG00000144589,STK11IP,
3922,Q9UPN9,ENSG00000197323,TRIM33,
3923,Q8WUH2,ENSG00000135966,TGFBRAP1,
3924,O75593,ENSG00000160973,FOXH1,
3925,O95633,ENSG00000070404,FSTL3,
3926,Q9H093,ENSG00000163545,NUAK2,
3927,Q8N6I1,ENSG00000176396,EID2,
3928,O00444,ENSG00000142731,PLK4,
3929,Q8TAD8,ENSG00000163877,SNIP1,
3930,Q7RTN6,ENSG00000266173,STRADA,
3931,P19532,ENSG00000068323,TFE3,
3932,P31321,ENSG00000188191,PRKAR1B,
3933,Q8TDR2,ENSG00000125834,STK35,
3934,Q96PN8,ENSG00000162526,TSSK3,
3935,P56177,ENSG00000144355,DLX1,
3936,P46695,ENSG00000137331,IER3,
3937,P67809,ENSG00000065978,YBX1,
3938,P07711,ENSG00000135047,CTSL,
3939,Q15025,ENSG00000145901,TNIP1,
3940,Q06546,ENSG00000154727,GABPA,
3941,P17861,ENSG00000100219,XBP1,
3942,P26651,ENSG00000128016,ZFP36,
3943,Q16690,ENSG00000138166,DUSP5,
3944,O60504,ENSG00000120896,SORBS3,
3945,P18564,ENSG00000115221,ITGB6,
3946,P23769,ENSG00000179348,GATA2,
3947,Q9H8Y8,ENSG00000115806,GORASP2,
3948,O14901,ENSG00000172059,KLF11,
3949,P02741,ENSG00000132693,CRP,
3950,Q8WWQ8,ENSG00000136011,STAB2,
3951,Q05923,ENSG00000158050,DUSP2,
3952,Q9BXL6,ENSG00000141527,CARD14,
3953,P07197,ENSG00000104722,NEFM,
3954,P19484,ENSG00000112561,TFEB,
3955,Q93038,ENSG00000215788,TNFRSF25,
3956,O00562,ENSG00000110697,PITPNM1,
3957,Q12800,ENSG00000135457,TFCP2,
3958,Q96RK0,ENSG00000079432,CIC,
3959,Q53EZ4,ENSG00000138180,CEP55,
3960,Q9UPT5,ENSG00000182473,EXOC7,
3961,Q15648,ENSG00000125686,MED1,
3962,P43354,ENSG00000153234,NR4A2,
3963,Q969V6,ENSG00000196588,MKL1,
3964,Q13614,ENSG00000087053,MTMR2,
3965,Q96RS0,ENSG00000137574,TGS1,
3966,O43623,ENSG00000019549,SNAI2,
3967,Q8WUM0,ENSG00000069248,NUP133,
3968,Q96FF9,ENSG00000146670,CDCA5,
3969,Q96EP5,ENSG00000071626,DAZAP1,
3970,Q8N9N5,ENSG00000172530,BANP,
3971,P52945,ENSG00000139515,PDX1,
3972,Q68J44,ENSG00000188716,DUPD1,
3973,P41238,ENSG00000111701,APOBEC1,
3974,Q9ULC4,ENSG00000232119,MCTS1,
3975,P16989,ENSG00000060138,YBX3,
3976,P50579,ENSG00000111142,METAP2,
3977,Q96MX0,ENSG00000140931,CMTM3,
3978,Q9P1Z2,ENSG00000012822,CALCOCO1,
3979,O15075,ENSG00000133083,DCLK1,
3980,Q08334,ENSG00000243646,IL10RB,
3981,P07225,ENSG00000184500,PROS1,
3982,P00451,ENSG00000185010,F8,
3983,P00734,ENSG00000180210,F2,
3984,P00742,ENSG00000126218,F10,
3985,P04003,ENSG00000123838,C4BPA,
3986,P20851,ENSG00000123843,C4BPB,
3987,P01023,ENSG00000175899,A2M,
3988,P12272,ENSG00000087494,PTHLH,
3989,P01011,ENSG00000196136,SERPINA3,
3990,P03973,ENSG00000124107,SLPI,
3991,Q96BI1,ENSG00000110628,SLC22A18,
3992,O60921,ENSG00000136273,HUS1,
3993,Q9BX63,ENSG00000136492,BRIP1,
3994,P46063,ENSG00000004700,RECQL,
3995,P35251,ENSG00000035928,RFC1,
3996,Q9NZC9,ENSG00000138375,SMARCAL1,
3997,Q9NSU2,ENSG00000213689,TREX1,
3998,O76039,ENSG00000008086,CDKL5,
3999,P49643,ENSG00000146143,PRIM2,
4000,P40937,ENSG00000111445,RFC5,
4001,Q14565,ENSG00000100206,DMC1,
4002,P35250,ENSG00000049541,RFC2,
4003,P35249,ENSG00000163918,RFC4,
4004,Q7Z2E3,ENSG00000137074,APTX,
4005,Q6VN20,ENSG00000141084,RANBP10,
4006,P48169,ENSG00000109158,GABRA4,
4007,Q8ND90,ENSG00000176903,PNMA1,
4008,O00471,ENSG00000070367,EXOC5,
4009,Q8TD31,ENSG00000204536,CCHCR1,
4010,Q0VDD5,ENSG00000186594,MIR22HG,
4011,Q99417,ENSG00000214114,MYCBP,
4012,Q8WYN0,ENSG00000101844,ATG4A,
4013,Q9H0Y0,ENSG00000152348,ATG10,
4014,Q7Z3C6,ENSG00000198925,ATG9A,
4015,Q9UPW6,ENSG00000119042,SATB2,
4016,Q96L73,ENSG00000165671,NSD1,
4017,O75509,ENSG00000146072,TNFRSF21,
4018,Q96IT1,ENSG00000162714,ZNF496,
4019,Q9Y275,ENSG00000102524,TNFSF13B,
4020,Q92851,ENSG00000003400,CASP10,
4021,P62913,ENSG00000142676,RPL11,
4022,P46776,ENSG00000166441,RPL27A,
4023,Q12905,ENSG00000143621,ILF2,
4024,P25705,ENSG00000152234,ATP5A1,
4025,P25398,ENSG00000112306,RPS12,
4026,Q13895,ENSG00000112578,BYSL,
4027,Q96JP5,ENSG00000186660,ZFP91,
4028,Q9UNE0,ENSG00000135960,EDAR,
4029,Q9BQG0,ENSG00000132382,MYBBP1A,
4030,P62917,ENSG00000161016,RPL8,
4031,P61247,ENSG00000145425,RPS3A,
4032,P62910,ENSG00000144713,RPL32,
4033,P22087,ENSG00000105202,FBL,
4034,P62847,ENSG00000138326,RPS24,
4035,P32969,ENSG00000163682,RPL9,
4036,P46783,ENSG00000124614,RPS10,
4037,P47897,ENSG00000172053,QARS,
4038,P54136,ENSG00000113643,RARS,
4039,Q02878,ENSG00000089009,RPL6,
4040,P62424,ENSG00000148303,RPL7A,
4041,P62269,ENSG00000231500,RPS18,
4042,Q01780,ENSG00000171824,EXOSC10,
4043,Q2NL82,ENSG00000167721,TSR1,
4044,P62244,ENSG00000134419,RPS15A,
4045,P35268,ENSG00000116251,RPL22,
4046,Q9NR30,ENSG00000165732,DDX21,
4047,Q5JTH9,ENSG00000052749,RRP12,
4048,Q96L21,ENSG00000165496,RPL10L,
4049,O76021,ENSG00000171490,RSL1D1,
4050,Q9BQ67,ENSG00000105447,GRWD1,
4051,P46782,ENSG00000083845,RPS5,
4052,P62861,ENSG00000149806,FAU,
4053,P60866,ENSG00000008988,RPS20,
4054,P08708,ENSG00000182774,RPS17,
4055,P61353,ENSG00000131469,RPL27,
4056,Q9BSA4,ENSG00000141540,TTYH2,
4057,Q9NYA4,ENSG00000108389,MTMR4,
4058,P51168,ENSG00000168447,SCNN1B,
4059,Q96B67,ENSG00000113369,ARRDC3,
4060,Q15038,ENSG00000183283,DAZAP2,
4061,P11686,ENSG00000168484,SFTPC,
4062,Q969W9,ENSG00000124225,PMEPA1,
4063,O75843,ENSG00000213983,AP1G2,
4064,P27216,ENSG00000104537,ANXA13,
4065,P57058,ENSG00000142149,HUNK,
4066,Q14683,ENSG00000072501,SMC1A,
4067,P46736,ENSG00000185515,BRCC3,
4068,Q9GZX5,ENSG00000256683,ZNF350,
4069,Q16777,ENSG00000184260,HIST2H2AC,
4070,Q6UWZ7,ENSG00000163322,ABRAXAS1,
4071,Q99873,ENSG00000126457,PRMT1,
4072,O95714,ENSG00000128731,HERC2,
4073,Q9NWV8,ENSG00000105393,BABAM1,
4074,Q86YC2,ENSG00000083093,PALB2,
4075,P61968,ENSG00000143013,LMO4,
4076,Q00266,ENSG00000151224,MAT1A,
4077,P04908,ENSG00000277075,HIST1H2AE,
4078,Q92560,ENSG00000163930,BAP1,
4079,Q16576,ENSG00000102054,RBBP7,
4080,Q9H6X2,ENSG00000169604,ANTXR1,
4081,Q9UBB5,ENSG00000134046,MBD2,
4082,Q13127,ENSG00000084093,REST,
4083,O00422,ENSG00000150459,SAP18,
4084,Q09028,ENSG00000162521,RBBP4,
4085,Q12986,ENSG00000086102,NFX1,
4086,O75446,ENSG00000164105,SAP30,
4087,Q9HAJ7,ENSG00000164576,SAP30L,
4088,Q9BXK1,ENSG00000129911,KLF16,
4089,Q8NFU7,ENSG00000138336,TET1,
4090,Q9HCU9,ENSG00000174744,BRMS1,
4091,Q92753,ENSG00000198963,RORB,
4092,P51531,ENSG00000080503,SMARCA2,
4093,Q92922,ENSG00000173473,SMARCC1,
4094,Q8NEZ4,ENSG00000055609,KMT2C,
4095,P17735,ENSG00000198650,TAT,
4096,Q96GM5,ENSG00000066117,SMARCD1,
4097,O14497,ENSG00000117713,ARID1A,
4098,Q9UGP4,ENSG00000144791,LIMD1,
4099,P30153,ENSG00000105568,PPP2R1A,
4100,Q14249,ENSG00000167136,ENDOG,
4101,P43235,ENSG00000143387,CTSK,
4102,P09668,ENSG00000103811,CTSH,
4103,Q16548,ENSG00000140379,BCL2A1,
4104,Q92843,ENSG00000129473,BCL2L2,
4105,P10606,ENSG00000135940,COX5B,
4106,Q9Y6C9,ENSG00000109919,MTCH2,
4107,P32243,ENSG00000165588,OTX2,
4108,Q9HBE1,ENSG00000100105,PATZ1,
4109,O14948,ENSG00000105967,TFEC,
4110,P08246,ENSG00000197561,ELANE,
4111,P48061,ENSG00000107562,CXCL12,
4112,P14780,ENSG00000100985,MMP9,
4113,Q99684,ENSG00000162676,GFI1,
4114,P05121,ENSG00000106366,SERPINE1,
4115,P15502,ENSG00000049540,ELN,
4116,P05546,ENSG00000099937,SERPIND1,
4117,Q7Z3S9,ENSG00000264343,NOTCH2NL,
4118,P54577,ENSG00000134684,YARS,
4119,P30740,ENSG00000021355,SERPINB1,
4120,Q9Y4K4,ENSG00000012983,MAP4K5,
4121,P68543,ENSG00000173960,UBXN2A,
4122,P48741,ENSG00000225217,HSPA7,
4123,Q96TA2,ENSG00000136758,YME1L1,
4124,Q8TCG1,ENSG00000163507,CIP2A,
4125,Q6VVB1,ENSG00000187566,NHLRC1,
4126,Q6WBX8,ENSG00000151164,RAD9B,
4127,Q15116,ENSG00000188389,PDCD1,
4128,Q9NZQ7,ENSG00000120217,CD274,
4129,Q9BQ51,ENSG00000197646,PDCD1LG2,
4130,Q07092,ENSG00000084636,COL16A1,
4131,P36888,ENSG00000122025,FLT3,
4132,P49771,ENSG00000090554,FLT3LG,
4133,Q96SL8,ENSG00000179943,FIZ1,
4134,Q9UGL1,ENSG00000117139,KDM5B,
4135,P16619,ENSG00000276085,CCL3L3,
4136,P27487,ENSG00000197635,DPP4,
4137,Q12962,ENSG00000166337,TAF10,
4138,O00220,ENSG00000104689,TNFRSF10A,
4139,P50591,ENSG00000121858,TNFSF10,
4140,O14763,ENSG00000120889,TNFRSF10B,
4141,P52594,ENSG00000173744,AGFG1,
4142,Q9Y397,ENSG00000188706,ZDHHC9,
4143,P31314,ENSG00000107807,TLX1,
4144,P00352,ENSG00000165092,ALDH1A1,
4145,P18850,ENSG00000118217,ATF6,
4146,Q16549,ENSG00000160613,PCSK7,
4147,Q68CJ9,ENSG00000060566,CREB3L3,
4148,P40429,ENSG00000142541,RPL13A,
4149,Q02045,ENSG00000215375,MYL5,
4150,Q8TDR4,ENSG00000242220,TCP10L,
4151,Q9NY61,ENSG00000275700,AATF,
4152,Q99828,ENSG00000185043,CIB1,
4153,Q16143,ENSG00000074317,SNCB,
4154,Q15645,ENSG00000071539,TRIP13,
4155,Q8IWV8,ENSG00000024048,UBR2,
4156,Q8IWV7,ENSG00000159459,UBR1,
4157,Q29RF7,ENSG00000121892,PDS5A,
4158,Q9Y3Z3,ENSG00000101347,SAMHD1,
4159,P60520,ENSG00000034713,GABARAPL2,
4160,Q6DJT9,ENSG00000181690,PLAG1,
4161,P40617,ENSG00000122644,ARL4A,
4162,P32320,ENSG00000158825,CDA,
4163,O43148,ENSG00000101654,RNMT,
4164,Q9Y5W3,ENSG00000127528,KLF2,
4165,O15438,ENSG00000108846,ABCC3,
4166,P48507,ENSG00000023909,GCLM,
4167,P13500,ENSG00000108691,CCL2,
4168,Q92887,ENSG00000023839,ABCC2,
4169,P11678,ENSG00000121053,EPX,
4170,Q96HS1,ENSG00000247077,PGAM5,
4171,Q6P1K2,ENSG00000160783,PMF1,
4172,O75828,ENSG00000159231,CBR3,
4173,Q9ULX9,ENSG00000185022,MAFF,
4174,P98088,ENSG00000215182,MUC5AC,
4175,P25713,ENSG00000087250,MT3,
4176,Q8TD26,ENSG00000124177,CHD6,
4177,P13611,ENSG00000038427,VCAN,
4178,P80075,ENSG00000108700,CCL8,
4179,O00590,ENSG00000144648,ACKR2,
4180,Q9NPB9,ENSG00000129048,ACKR4,
4181,Q969S2,ENSG00000154328,NEIL2,
4182,O15355,ENSG00000115241,PPM1G,
4183,P48200,ENSG00000136381,IREB2,
4184,Q13242,ENSG00000111786,SRSF9,
4185,P04141,ENSG00000164400,CSF2,
4186,Q9Y240,ENSG00000105472,CLEC11A,
4187,Q9NS37,ENSG00000137504,CREBZF,
4188,P18847,ENSG00000162772,ATF3,
4189,Q13227,ENSG00000132522,GPS2,
4190,P53567,ENSG00000153879,CEBPG,
4191,O95751,ENSG00000182195,LDOC1,
4192,Q9BWC9,ENSG00000173581,CCDC106,
4193,Q15018,ENSG00000165660,ABRAXAS2,
4194,O15197,ENSG00000106123,EPHB6,
4195,Q92608,ENSG00000134516,DOCK2,
4196,P09630,ENSG00000197757,HOXC6,
4197,Q02410,ENSG00000107282,APBA1,
4198,O14618,ENSG00000173992,CCS,
4199,Q9P2E2,ENSG00000117245,KIF17,
4200,Q9NRW1,ENSG00000154917,RAB6B,
4201,O60318,ENSG00000160294,MCM3AP,
4202,P46939,ENSG00000152818,UTRN,
4203,Q9Y4B5,ENSG00000168502,MTCL1,
4204,Q6P0N0,ENSG00000129534,MIS18BP1,
4205,Q9NYY3,ENSG00000145632,PLK2,
4206,Q16204,ENSG00000108091,CCDC6,
4207,Q8WUJ0,ENSG00000198252,STYX,
4208,Q6PGQ7,ENSG00000136122,BORA,
4209,P60568,ENSG00000109471,IL2,
4210,P09455,ENSG00000114115,RBP1,
4211,Q99931,,,
4212,J7MDF2,,,
4213,Q8NEM2,ENSG00000171241,SHCBP1,
4214,O75791,ENSG00000100351,GRAP2,
4215,P14678,ENSG00000125835,SNRPB,
4216,Q9NQ92,ENSG00000172301,COPRS,
4217,P62314,ENSG00000167088,SNRPD1,
4218,P62318,ENSG00000100028,SNRPD3,
4219,Q9NZL3,ENSG00000267680,ZNF224,
4220,O00716,ENSG00000112242,E2F3,
4221,Q969S3,ENSG00000173545,ZNF622,
4222,Q9UBW5,ENSG00000110934,BIN2,
4223,P41002,ENSG00000162063,CCNF,
4224,P55769,ENSG00000100138,SNU13,
4225,P78344,ENSG00000110321,EIF4G2,
4226,P60228,ENSG00000104408,EIF3E,
4227,P55884,ENSG00000106263,EIF3B,
4228,O15371,ENSG00000100353,EIF3D,
4229,Q7L2H7,ENSG00000149100,EIF3M,
4230,Q99613,ENSG00000184110,EIF3C,
4231,Q14152,ENSG00000107581,EIF3A,
4232,Q9UBQ5,ENSG00000178982,EIF3K,
4233,Q9NVP2,ENSG00000105011,ASF1B,
4234,Q5VTD9,ENSG00000165702,GFI1B,
4235,Q9Y294,ENSG00000111875,ASF1A,
4236,P28360,ENSG00000163132,MSX1,
4237,Q6P1X5,ENSG00000064313,TAF2,
4238,O00268,ENSG00000130699,TAF4,
4239,Q00403,ENSG00000137947,GTF2B,
4240,P35269,ENSG00000125651,GTF2F1,
4241,Q92804,ENSG00000270647,TAF15,
4242,P49848,ENSG00000106290,TAF6,
4243,O00458,ENSG00000006652,IFRD1,
4244,Q7Z7C8,ENSG00000137413,TAF8,
4245,Q15543,ENSG00000197780,TAF13,
4246,Q16514,ENSG00000120656,TAF12,
4247,Q16594,ENSG00000273841,TAF9,
4248,Q15544,ENSG00000064995,TAF11,
4249,Q15542,ENSG00000148835,TAF5,
4250,Q92750,ENSG00000141384,TAF4B,
4251,Q13216,ENSG00000049167,ERCC8,
4252,Q9NX09,ENSG00000168209,DDIT4,
4253,Q9NXF7,ENSG00000163257,DCAF16,
4254,Q96JK2,ENSG00000139990,DCAF5,
4255,Q66K64,ENSG00000132017,DCAF15,
4256,Q8WV16,ENSG00000119599,DCAF4,
4257,Q9Y4B6,ENSG00000145041,DCAF1,
4258,Q5QP82,ENSG00000122741,DCAF10,
4259,Q5TAQ9,ENSG00000132716,DCAF8,
4260,Q5T6F0,ENSG00000198876,DCAF12,
4261,Q58WW2,ENSG00000143164,DCAF6,
4262,Q8TEB1,ENSG00000100897,DCAF11,
4263,Q6ZW49,ENSG00000157212,PAXIP1,
4264,Q96SD1,ENSG00000152457,DCLRE1C,
4265,P57723,ENSG00000090097,PCBP4,
4266,Q06250,ENSG00000183242,WT1-AS,
4267,P35557,ENSG00000106633,GCK,
4268,Q14397,ENSG00000084734,GCKR,
4269,Q9UNI6,ENSG00000081721,DUSP12,
4270,Q504T8,ENSG00000167470,MIDN,
4271,P26022,ENSG00000163661,PTX3,
4272,P02776,ENSG00000163737,PF4,
4273,O75487,ENSG00000076716,GPC4,
4274,P51654,ENSG00000147257,GPC3,
4275,Q86XR8,ENSG00000166037,CEP57,
4276,Q8N441,ENSG00000127418,FGFRL1,
4277,Q14512,ENSG00000137440,FGFBP1,
4278,O43927,ENSG00000156234,CXCL13,
4279,Q9BZZ5,ENSG00000166181,API5,
4280,O43715,ENSG00000170855,TRIAP1,
4281,P29965,ENSG00000102245,CD40LG,
4282,Q9BUP3,ENSG00000109854,HTATIP2,
4283,Q9BUR4,ENSG00000141499,WRAP53,
4284,Q9NY72,ENSG00000166257,SCN3B,
4285,Q92696,ENSG00000100949,RABGGTA,
4286,Q7Z419,ENSG00000137393,RNF144B,
4287,Q96Q15,ENSG00000157106,SMG1,
4288,Q9NYZ3,ENSG00000075218,GTSE1,
4289,Q8IYM9,ENSG00000132274,TRIM22,
4290,O75626,ENSG00000057657,PRDM1,
4291,Q5VTR2,ENSG00000155827,RNF20,
4292,Q9UM07,ENSG00000159339,PADI4,
4293,O15547,ENSG00000099957,P2RX6,
4294,P54278,ENSG00000122512,PMS2,
4295,Q49MG5,ENSG00000164114,MAP9,
4296,Q13155,ENSG00000106305,AIMP2,
4297,O14798,ENSG00000173535,TNFRSF10C,
4298,O60238,ENSG00000104765,BNIP3L,
4299,P11926,ENSG00000115758,ODC1,
4300,P42773,ENSG00000123080,CDKN2C,
4301,Q9NQ88,ENSG00000078237,TIGAR,
4302,P22570,ENSG00000161513,FDXR,
4303,Q9BRQ8,ENSG00000042286,AIFM2,
4304,Q99988,ENSG00000130513,GDF15,
4305,Q6AZY7,ENSG00000168077,SCARA3,
4306,Q8TAQ5,ENSG00000197050,ZNF420,
4307,O14514,ENSG00000181790,ADGRB1,
4308,Q9BZR8,ENSG00000121380,BCL2L14,
4309,Q99445,ENSG00000104499,GML,
4310,Q9UBN6,ENSG00000173530,TNFRSF10D,
4311,O60673,ENSG00000009413,REV3L,
4312,P29034,ENSG00000196754,S100A2,
4313,Q9UM63,ENSG00000118495,PLAGL1,
4314,Q03468,ENSG00000225830,ERCC6,
4315,Q7Z6Z7,ENSG00000086758,HUWE1,
4316,Q53FA7,ENSG00000115129,TP53I3,
4317,Q8N3C0,ENSG00000112249,ASCC3,
4318,Q99612,ENSG00000067082,KLF6,
4319,Q658P3,ENSG00000115107,STEAP3,
4320,Q6B0I6,ENSG00000186280,KDM4D,
4321,Q9HCN2,ENSG00000120471,TP53AIP1,
4322,Q92794,ENSG00000083168,KAT6A,
4323,Q08257,ENSG00000116791,CRYZ,
4324,Q9NQR1,ENSG00000183955,KMT5A,
4325,Q96PG8,ENSG00000105327,BBC3,
4326,Q9H160,ENSG00000168556,ING2,
4327,O75909,ENSG00000090061,CCNK,
4328,P15018,ENSG00000128342,LIF,
4329,O94776,ENSG00000149480,MTA2,
4330,Q96FX8,ENSG00000112378,PERP,
4331,Q96CF2,ENSG00000164695,CHMP4C,
4332,P55209,ENSG00000187109,NAP1L1,
4333,P07203,ENSG00000233276,GPX1,
4334,P17643,ENSG00000107165,TYRP1,
4335,P14210,ENSG00000019991,HGF,
4336,P78423,ENSG00000006210,CX3CL1,
4337,Q9Y6P5,ENSG00000080546,SESN1,
4338,Q96QD8,ENSG00000134294,SLC38A2,
4339,Q9NRC8,ENSG00000187531,SIRT7,
4340,P39060,ENSG00000182871,COL18A1,
4341,Q9NQW6,ENSG00000011426,ANLN,
4342,Q06945,ENSG00000124766,SOX4,
4343,Q9H4X1,ENSG00000102760,RGCC,
4344,P07339,ENSG00000117984,CTSD,
4345,Q9NXV6,ENSG00000168564,CDKN2AIP,
4346,Q9BV47,ENSG00000133878,DUSP26,
4347,O00629,ENSG00000186432,KPNA4,
4348,P13693,ENSG00000133112,TPT1,
4349,Q9BUJ2,ENSG00000105323,HNRNPUL1,
4350,Q96S44,ENSG00000172315,TP53RK,
4351,Q9BXH1,ENSG00000105327,BBC3,
4352,P32745,ENSG00000278195,SSTR3,
4353,P18074,ENSG00000104884,ERCC2,
4354,Q9NS56,ENSG00000197579,TOPORS,
4355,P49915,ENSG00000163655,GMPS,
4356,Q66K89,ENSG00000167967,E4F1,
4357,Q16637,ENSG00000205571,SMN2,
4358,Q86XK2,ENSG00000138081,FBXO11,
4359,Q9UQR1,ENSG00000163848,ZNF148,
4360,Q8WYH8,ENSG00000168395,ING5,
4361,Q9HCM9,ENSG00000204599,TRIM39,
4362,Q15714,ENSG00000102804,TSC22D1,
4363,Q14999,ENSG00000044090,CUL7,
4364,Q8IWT3,ENSG00000112659,CUL9,
4365,Q9UNL4,ENSG00000111653,ING4,
4366,Q6P3S6,ENSG00000037637,FBXO42,
4367,Q76N89,ENSG00000002746,HECW1,
4368,Q9UNF1,ENSG00000102316,MAGED2,
4369,P04271,ENSG00000160307,S100B,
4370,O75528,ENSG00000171148,TADA3,
4371,P30405,ENSG00000108179,PPIF,
4372,P06703,ENSG00000197956,S100A6,
4373,Q9ULJ6,ENSG00000108175,ZMIZ1,
4374,Q7Z7E8,ENSG00000160714,UBE2Q1,
4375,P40925,ENSG00000014641,MDH1,
4376,O14503,ENSG00000134107,BHLHE40,
4377,Q86T24,ENSG00000177485,ZBTB33,
4378,Q8N680,ENSG00000181472,ZBTB2,
4379,Q8N114,ENSG00000164054,SHISA5,
4380,Q9BVJ6,ENSG00000156697,UTP14A,
4381,P04731,ENSG00000205362,MT1A,
4382,Q96GM8,ENSG00000132773,TOE1,
4383,Q15392,ENSG00000116133,DHCR24,
4384,Q96GX9,ENSG00000149089,APIP,
4385,O60381,ENSG00000105856,HBP1,
4386,O43502,ENSG00000108384,RAD51C,
4387,Q96AV8,ENSG00000165891,E2F7,
4388,A0AVK6,ENSG00000129173,E2F8,
4389,Q9BRZ2,ENSG00000169871,TRIM56,
4390,Q15629,ENSG00000067167,TRAM1,
4391,P20290,ENSG00000145741,BTF3,
4392,P22466,ENSG00000069482,GAL,
4393,E9PAV3,ENSG00000196531,NACA,
4394,P09603,ENSG00000184371,CSF1,
4395,Q6ZMJ4,ENSG00000157368,IL34,
4396,P51948,ENSG00000020426,MNAT1,
4397,Q15532,ENSG00000141380,SS18,
4398,Q92797,ENSG00000125755,SYMPK,
4399,P33240,ENSG00000101811,CSTF2,
4400,Q9UKF6,ENSG00000119203,CPSF3,
4401,Q05048,ENSG00000101138,CSTF1,
4402,Q9P2I0,ENSG00000165934,CPSF2,
4403,Q10570,ENSG00000071894,CPSF1,
4404,Q92499,ENSG00000079785,DDX1,
4405,Q12996,ENSG00000176102,CSTF3,
4406,Q8N6T7,ENSG00000077463,SIRT6,
4407,O95273,ENSG00000166946,CCNDBP1,
4408,Q9BY66,ENSG00000012817,KDM5D,
4409,Q9NSV4,ENSG00000139734,DIAPH3,
4410,O14770,ENSG00000134138,MEIS2,
4411,P40424,ENSG00000185630,PBX1,
4412,P52803,ENSG00000184349,EFNA5,
4413,O43921,ENSG00000099617,EFNA2,
4414,P52798,ENSG00000243364,EFNA4,
4415,P52797,ENSG00000143590,EFNA3,
4416,P20827,ENSG00000169242,EFNA1,
4417,Q9HCS7,ENSG00000076924,XAB2,
4418,Q9UPV0,ENSG00000110274,CEP164,
4419,Q9P0L2,ENSG00000116141,MARK1,
4420,Q13402,ENSG00000137474,MYO7A,
4421,P08263,ENSG00000243955,GSTA1,
4422,O60235,ENSG00000153802,TMPRSS11D,
4423,Q9BT92,ENSG00000139437,TCHP,
4424,Q99959,ENSG00000057294,PKP2,
4425,Q13835,ENSG00000081277,PKP1,
4426,Q14185,ENSG00000150760,DOCK1,
4427,Q9Y2A7,ENSG00000061676,NCKAP1,
4428,Q8WUW1,ENSG00000254999,BRK1,
4429,Q96F07,ENSG00000055163,CYFIP2,
4430,O15145,ENSG00000111229,ARPC3,
